case_id,sigma,xi_quantile,runtime_seconds,clusters,noise_rate,internal_metric_points,ari,nmi,silhouette,selection_score,selected
aggregation,0.2,0.0,1.3982861249969574,7,0.0,788,0.9978039882318176,0.9956972087142977,0.4733461846063852,0.9978039882318176,True
aggregation,0.2,0.05,0.7750367909975466,6,0.04314720812182741,754,0.9978039882318176,0.9956972087142977,0.5046256450686807,0.9978039882318176,False
aggregation,0.2,0.005,3.500975250004558,7,0.0012690355329949238,787,0.9974898258090845,0.9940183554512647,0.4723591444750753,0.9974898258090845,False
aggregation,0.2,0.01,1.2834983749999083,7,0.0012690355329949238,787,0.9974898258090845,0.9940183554512647,0.4723591444750753,0.9974898258090845,False
aggregation,0.2,0.02,1.0254492919993936,7,0.0012690355329949238,787,0.9974898258090845,0.9940183554512647,0.4723591444750753,0.9974898258090845,False
aggregation,0.24,0.0,0.9246540420062956,7,0.0,788,0.9949015805193331,0.9915265444788635,0.4719500522271219,0.9949015805193331,False
aggregation,0.24,0.005,1.6046062499954132,7,0.005076142131979695,784,0.9937963724622344,0.9870194567314396,0.4730505023577739,0.9937963724622344,False
aggregation,0.24,0.05,0.5439913750014966,6,0.044416243654822336,753,0.993667394441789,0.9858042019828611,0.5018108182553566,0.993667394441789,False
aggregation,0.24,0.01,1.0970047500013607,7,0.01015228426395939,780,0.992995186879788,0.984782954160475,0.4696893970714216,0.992995186879788,False
aggregation,0.24,0.02,0.7785123749999912,7,0.02030456852791878,772,0.9923078788877656,0.9831069638048316,0.463792050355104,0.9923078788877656,False
aggregation,0.16,0.0,3.014385083995876,7,0.005076142131979695,784,0.9845952052876824,0.9838570861983731,0.47304853712114975,0.9845952052876824,False
aggregation,0.2,0.1,0.7473171669989824,5,0.10025380710659898,709,0.9833958954480861,0.9749793428898391,0.5609242320198615,0.9833958954480861,False
aggregation,0.24,0.1,1.16153808299714,5,0.08629441624365482,720,0.9832980905293863,0.9698511282073474,0.5615396383323571,0.9832980905293863,False
